1484619875.65255, 2365, 2367
1484619876.65255, 2365, 2367
1484619930.36255, 2238.0, 2276.0
1484619930.87255, 2378.0, 2370.0
1484619931.37255, 2374.0, 2372.0
1484619931.88255, 2374.0, 2372.0
1484619932.38255, 2374.0, 2374.0
1484619932.88255, 2366.0, 2362.0
1484619933.39255, 2380.0, 2370.0
1484619933.9255, 2368.0, 2374.0
1484619934.4255, 2366.0, 2400.0
1484619934.91255, 2368.0, 2372.0
1484619935.42255, 2364.0, 2374.0
1484619935.92255, 2364.0, 2394.0
1484619936.43255, 2364.0, 2378.0
1484619936.94255, 2364.0, 2394.0
1484619937.45255, 2362.0, 2378.0
1484619937.95255, 2364.0, 2390.0
1484619938.46255, 2364.0, 2380.0
1484619938.97255, 2360.0, 2390.0
1484619939.48255, 2362.0, 2376.0
1484619939.98255, 2362.0, 2394.0
1484619940.49255, 2364.0, 2376.0
1484619941.0255, 2360.0, 2394.0
1484619941.51255, 2362.0, 2376.0
1484619942.02255, 2356.0, 2396.0
1484619942.52255, 2366.0, 2368.0
1484619943.03255, 2362.0, 2364.0
1484620069.54255, 2238.0, 2256.0
1484620070.05255, 2382.0, 2382.0
1484620070.55255, 2380.0, 2386.0
1484620071.06255, 2384.0, 2396.0
1484620071.57255, 2388.0, 2386.0
1484620072.07255, 2372.0, 2386.0
1484620072.58255, 2374.0, 2388.0
1484620073.09255, 2374.0, 2392.0
1484620073.59255, 2376.0, 2390.0
1484620074.1255, 2376.0, 2390.0
1484620074.61255, 2374.0, 2390.0
1484620075.12255, 2376.0, 2392.0
1484620075.62255, 2376.0, 2394.0
1484620076.13255, 2378.0, 2394.0
1484620076.64255, 2378.0, 2392.0
1484620077.15255, 2378.0, 2390.0
1484620077.66255, 2380.0, 2388.0
1484620078.16255, 2378.0, 2398.0
1484620078.67255, 2382.0, 2378.0
1484620079.18255, 2378.0, 2380.0
1484620079.69255, 2374.0, 2398.0
1484620080.19255, 2374.0, 2384.0
1484620080.7255, 2376.0, 2390.0
1484620081.21255, 2376.0, 2392.0
1484620081.72255, 2372.0, 2394.0
1484620818.46255, 2230.0, 2256.0
1484620818.97255, 2372.0, 2352.0
1484620819.47255, 2346.0, 2352.0
1484620819.98255, 2344.0, 2372.0
1484620820.48255, 2344.0, 2356.0
1484620820.98255, 2342.0, 2358.0
1484620821.49255, 2342.0, 2364.0
1484621068.14255, 2226.0, 2254.0
1484621068.64255, 2374.0, 2350.0
1484621069.15255, 2348.0, 2350.0
1484621069.65255, 2346.0, 2368.0
1484621070.17255, 2346.0, 2356.0
1484621070.67255, 2344.0, 2362.0
1484621071.17255, 2344.0, 2368.0
1484621071.68255, 2340.0, 2358.0
1484621072.18255, 2346.0, 2368.0
1484621072.69255, 2338.0, 2354.0
1484621073.2255, 2348.0, 2368.0
1484621895.48255, 2068.0, 2052.0
1484621895.99255, 2240.0, 2218.0
1484621896.49255, 2264.0, 2254.0
1484621897.0255, 2232.0, 2204.0
1484621897.51255, 2244.0, 2206.0
1484621898.01255, 2248.0, 2238.0
1484621898.52255, 2266.0, 2238.0
1484621899.04255, 2264.0, 2234.0
1484621899.54255, 2244.0, 2226.0
1484621900.05255, 2266.0, 2226.0
1484621900.56255, 2212.0, 2200.0
1484622061.33255, 2032.0, 1994.0
1484622061.84255, 2228.0, 2238.0
1484622062.34255, 2216.0, 2212.0
1484622062.85255, 2260.0, 2222.0
1484622063.36255, 2144.0, 2076.0
1484622063.87255, 2108.0, 2098.0
1484622064.37255, 2202.0, 2154.0
1484622064.88255, 2104.0, 2044.0
1484622406.58255, 774.0, 1016.0
1484622407.09255, 874.0, 1098.0
1484622475.17255, 2034.0, 2020.0
1484622770.19255, 2032.0, 2010.0
1484622770.69255, 2320.0, 2360.0
1484622771.2255, 2320.0, 2276.0
1484622771.7255, 2146.0, 2128.0
1484622772.21255, 2218.0, 2188.0
1484622772.72255, 2230.0, 2226.0
1484622773.23255, 2258.0, 2228.0
1484622797.17255, 2042.0, 2028.0
1484622797.68255, 2294.0, 2320.0
1484622798.18255, 2310.0, 2322.0
1484622986.47255, 2102.0, 2042.0
1484622986.98255, 2254.0, 2260.0
1484622987.48255, 2248.0, 2220.0
1484622987.99255, 2298.0, 2272.0
1484622988.5255, 2250.0, 2230.0
1484622989.0255, 2222.0, 2202.0
1484622989.51255, 2296.0, 2294.0
1484622990.02255, 2306.0, 2306.0
1484622990.53255, 2324.0, 2336.0
1484622991.04255, 2326.0, 2330.0
1484622991.55255, 2288.0, 2288.0
1484622992.05255, 2312.0, 2326.0
1484622992.56255, 2316.0, 2338.0
1484622993.07255, 2312.0, 2320.0
1484623035.89255, 2064.0, 2060.0
1484623036.39255, 2320.0, 2324.0
1484623036.9255, 2328.0, 2324.0
1484623037.41255, 4670.0, 2344.0
1484623037.92255, 174.0, 2188.0
1484623067.69255, 2118.0, 2030.0
1484623068.21255, 2154.0, 2110.0
1484623068.71255, 2252.0, 2244.0
1484623069.22255, 2294.0, 2286.0
1484623069.72255, 2310.0, 2298.0
1484623080.26255, 2240.0, 2214.0
1484623080.76255, 2346.0, 2340.0
1484623098.0255, 2152.0, 2118.0
1484623098.51255, 2308.0, 2304.0
1484623119.59255, 2058.0, 2032.0
1484623120.1255, 2270.0, 2296.0
1484623120.6255, 2280.0, 2274.0
1484623136.16255, 2100.0, 2066.0
1484623136.67255, 2226.0, 2210.0
1484623137.18255, 2240.0, 2244.0
1484623137.69255, 2216.0, 2280.0
1484640137.14255, 796.0, 842.0
1484640137.65255, 778.0, 800.0
1484640138.15255, 784.0, 810.0
1484640138.66255, 796.0, 818.0
1484640139.16255, 836.0, 866.0
1484640139.67255, 846.0, 866.0
1484640140.17255, 850.0, 872.0
1484640140.68255, 856.0, 880.0
1484640141.18255, 862.0, 884.0
1484640141.69255, 862.0, 906.0
1484640142.2255, 876.0, 908.0
1484640142.7255, 878.0, 922.0
1484640143.21255, 890.0, 926.0
